Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100)
536,Heather Watson,"React, SQL",4,PhD,None,Software Engineer,Hire,108770,10,100
966,Elizabeth Stevenson,"SQL, Machine Learning, Deep Learning",8,M.Tech,None,Data Scientist,Hire,61880,8,100
529,Kyle Johnson,"SQL, Machine Learning, Deep Learning, Python",6,M.Tech,Deep Learning Specialization,Data Scientist,Hire,117621,5,100
177,Eric Mendez,"C++, React",1,MBA,None,Software Engineer,Reject,55836,3,35
423,Zachary Cohen,"NLP, TensorFlow, Pytorch, Python",8,B.Sc,Deep Learning Specialization,AI Researcher,Hire,108667,0,100
1369,Candidate 1369,"React, C++, Java, SQL",1,B.Tech,None,Software Engineer,Reject,142285,20,25
1242,Candidate 1242,"Pytorch, TensorFlow",20,MBA,Google ML,Software Engineer,Reject,115269,20,93
20,Jennifer Collins,"Machine Learning, SQL, Python",10,B.Tech,Deep Learning Specialization,Data Scientist,Hire,53167,9,100
573,Anna May,"C++, React",4,B.Sc,Deep Learning Specialization,Software Engineer,Hire,54116,10,100
1538,Candidate 1538,"Machine Learning, Python, SQL",6,B.Sc,Deep Learning Specialization,AI Researcher,Reject,147264,13,49
289,Jonathan Andrews,"Python, Deep Learning, SQL, Machine Learning",2,M.Tech,None,Data Scientist,Hire,82012,7,75
659,Frank Hart,"NLP, TensorFlow, Python",3,B.Tech,AWS Certified,AI Researcher,Hire,62695,9,100
922,Gary Fisher,"Ethical Hacking, Networking",6,PhD,AWS Certified,Cybersecurity Analyst,Hire,66054,2,90
633,Thomas Hutchinson,"Ethical Hacking, Networking, Linux, Cybersecurity",1,B.Sc,Google ML,Cybersecurity Analyst,Hire,97517,9,85
1591,Candidate 1591,"Cybersecurity, Networking, Linux, Ethical Hacking",0,B.Tech,AWS Certified,Software Engineer,Hire,133470,6,49
1943,Candidate 1943,"Pytorch, Python, TensorFlow, NLP",15,MBA,AWS Certified,Cybersecurity Analyst,Hire,133146,20,20
100,Sandra Perkins,"SQL, Java, React",6,B.Sc,Google ML,Software Engineer,Hire,67745,3,100
1392,Candidate 1392,"TensorFlow, Python, NLP",0,B.Sc,Google ML,AI Researcher,Hire,102497,11,21
855,Michelle Baker,"SQL, Java",7,M.Tech,AWS Certified,Software Engineer,Hire,48252,4,100
1740,Candidate 1740,"Ethical Hacking, Networking, Linux",12,B.Sc,Google ML,AI Researcher,Hire,107752,20,86
1730,Candidate 1730,"Python, Deep Learning",7,B.Tech,Deep Learning Specialization,Software Engineer,Hire,34343,8,9
1919,Candidate 1919,"Machine Learning, Python, Deep Learning",20,B.Tech,Google ML,Data Scientist,Reject,94600,5,1
1101,Candidate 1101,"Networking, Ethical Hacking",12,PhD,None,Software Engineer,Reject,77490,4,24
371,Timothy Johnson,"Java, C++, React",7,PhD,None,Software Engineer,Hire,100195,6,100
1293,Candidate 1293,"NLP, Pytorch",0,B.Sc,None,Cybersecurity Analyst,Reject,31196,7,38
1713,Candidate 1713,"Pytorch, Python",4,B.Sc,AWS Certified,Data Scientist,Hire,85464,16,49
635,Edward Johnson,"C++, React",7,PhD,None,Software Engineer,Hire,113418,1,85
1412,Candidate 1412,"NLP, Python, TensorFlow",10,MBA,None,Cybersecurity Analyst,Reject,100205,18,5
70,Jonathan Fowler,"SQL, Python, Machine Learning, Deep Learning",1,B.Tech,AWS Certified,Data Scientist,Reject,43647,1,45
142,Ashley Peters,"Cybersecurity, Ethical Hacking, Linux",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,59885,2,100
1356,Candidate 1356,"Java, SQL",6,PhD,None,AI Researcher,Reject,116441,19,48
492,Kevin Moreno,"C++, React, Java",10,B.Sc,Google ML,Software Engineer,Hire,117566,8,100
199,Zachary Harris,"Ethical Hacking, Cybersecurity, Linux",3,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,113725,0,55
1789,Candidate 1789,"SQL, Machine Learning",0,PhD,None,AI Researcher,Hire,97664,5,82
527,Mary Abbott,"Java, React, SQL",1,PhD,None,Software Engineer,Reject,91756,1,30
1925,Candidate 1925,"C++, Java",17,M.Tech,Google ML,AI Researcher,Hire,98969,13,50
1457,Candidate 1457,"NLP, TensorFlow, Python",0,M.Tech,Deep Learning Specialization,Software Engineer,Hire,90209,6,3
196,Kimberly Anderson,"Pytorch, Python",7,B.Tech,None,AI Researcher,Hire,42236,6,100
875,Wayne Hudson,"C++, React, SQL, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,84438,10,100
440,William Barnes,"C++, SQL",6,MBA,AWS Certified,Software Engineer,Hire,83118,3,95
1824,Candidate 1824,"NLP, Pytorch",9,B.Sc,Google ML,AI Researcher,Hire,36129,17,97
841,Gerald Greene,"Cybersecurity, Networking, Linux, Ethical Hacking",10,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,114697,9,100
582,Samantha Rodriguez,"React, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,70378,8,100
1949,Candidate 1949,"C++, React",4,B.Sc,None,AI Researcher,Hire,141601,10,45
906,Amber Hunt,"Linux, Ethical Hacking",10,MBA,Google ML,Cybersecurity Analyst,Hire,41917,9,100
632,Nicholas Williams,"Linux, Ethical Hacking, Cybersecurity",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,102480,5,100
577,Clarence Hernandez,"React, Java, SQL, C++",8,B.Sc,AWS Certified,Software Engineer,Hire,73325,2,100
163,Katie Wall,"Linux, Cybersecurity",5,M.Tech,None,Cybersecurity Analyst,Hire,115234,10,100
74,Donald Duffy,"Java, SQL",5,MBA,AWS Certified,Software Engineer,Hire,40914,6,100
81,Jamie Rose,"NLP, TensorFlow, Pytorch",7,MBA,None,AI Researcher,Hire,88358,4,100
1761,Candidate 1761,"Pytorch, TensorFlow",19,M.Tech,AWS Certified,Data Scientist,Hire,142998,20,20
662,Monica Williams,"Linux, Cybersecurity",2,PhD,None,Cybersecurity Analyst,Hire,41824,7,65
926,Colleen Conner,"C++, React, SQL, Java",5,PhD,Deep Learning Specialization,Software Engineer,Hire,101120,5,100
1833,Candidate 1833,"Ethical Hacking, Linux, Networking",17,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,101145,17,85
548,Rhonda Mendoza,"Machine Learning, Deep Learning, SQL",7,M.Tech,Deep Learning Specialization,Data Scientist,Hire,78218,10,100
294,Jeremy Shaw,"Java, C++, React, SQL",4,B.Sc,None,Software Engineer,Hire,98181,8,100
1189,Candidate 1189,"TensorFlow, Pytorch, NLP",10,M.Tech,AWS Certified,AI Researcher,Reject,106108,4,93
2000,Candidate 2000,"Ethical Hacking, Networking",3,B.Sc,Deep Learning Specialization,Data Scientist,Reject,95591,18,73
98,Michelle Benton,"TensorFlow, Pytorch, NLP, Python",6,B.Tech,AWS Certified,AI Researcher,Hire,109750,9,100
612,Melissa Griffin,"Java, SQL",3,PhD,Google ML,Software Engineer,Hire,112396,10,100
195,Jason Carter,"Pytorch, Python, TensorFlow, NLP",9,B.Sc,AWS Certified,AI Researcher,Hire,114772,5,100
1662,Candidate 1662,"NLP, TensorFlow, Python",20,MBA,AWS Certified,AI Researcher,Reject,44721,11,13
1508,Candidate 1508,"Networking, Linux",7,M.Tech,Google ML,Data Scientist,Reject,128333,7,47
1870,Candidate 1870,"Java, React",8,PhD,AWS Certified,Software Engineer,Hire,64131,8,98
743,Suzanne Watson,"React, SQL, C++, Java",0,B.Sc,Google ML,Software Engineer,Reject,118032,2,40
638,Austin Johnson,"TensorFlow, NLP, Pytorch",3,B.Sc,Deep Learning Specialization,AI Researcher,Hire,65916,9,100
1536,Candidate 1536,"Python, SQL, Deep Learning, Machine Learning",6,M.Tech,Deep Learning Specialization,AI Researcher,Reject,107622,5,77
16,Courtney Cook,"Cybersecurity, Networking",1,PhD,Google ML,Cybersecurity Analyst,Reject,51388,6,60
1762,Candidate 1762,"C++, React",4,MBA,None,Cybersecurity Analyst,Reject,50147,10,58
1098,Candidate 1098,"Cybersecurity, Ethical Hacking",1,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,137478,5,47
1484,Candidate 1484,"Linux, Networking, Cybersecurity, Ethical Hacking",15,PhD,AWS Certified,Data Scientist,Hire,79078,0,80
49,David Nash,"React, SQL, Java",1,MBA,Deep Learning Specialization,Software Engineer,Hire,46437,9,80
1352,Candidate 1352,"Machine Learning, SQL",15,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,105170,15,70
922,Gary Fisher,"Ethical Hacking, Networking",6,PhD,AWS Certified,Cybersecurity Analyst,Hire,66054,2,90
1563,Candidate 1563,"React, Java",20,MBA,AWS Certified,Data Scientist,Reject,38743,3,57
757,Michelle Nolan,"Python, Pytorch, TensorFlow, NLP",6,PhD,Deep Learning Specialization,AI Researcher,Hire,71832,4,100
125,Jaime Wilson,"Java, C++, React",6,MBA,AWS Certified,Software Engineer,Hire,64025,10,100
367,Christina Perez,"Linux, Cybersecurity, Ethical Hacking",2,B.Sc,None,Cybersecurity Analyst,Reject,60533,2,45
1468,Candidate 1468,"Python, Deep Learning, Machine Learning",11,B.Tech,Google ML,Cybersecurity Analyst,Hire,98072,9,73
1643,Candidate 1643,"SQL, Machine Learning, Deep Learning",3,B.Tech,None,Data Scientist,Reject,92477,12,67
1695,Candidate 1695,"Ethical Hacking, Networking, Linux",20,PhD,Google ML,AI Researcher,Hire,30363,17,36
1323,Candidate 1323,"SQL, Python, Machine Learning, Deep Learning",8,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,41785,9,74
1177,Candidate 1177,"Linux, Ethical Hacking, Networking, Cybersecurity",2,B.Sc,None,Software Engineer,Reject,141651,9,74
1948,Candidate 1948,"NLP, Pytorch, Python",14,B.Tech,Google ML,Data Scientist,Hire,45175,5,3
1214,Candidate 1214,"Java, SQL",0,MBA,Deep Learning Specialization,AI Researcher,Reject,80743,12,20
1934,Candidate 1934,"Java, React, SQL, C++",6,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,87171,17,3
534,Peter Mcmahon,"Python, Deep Learning, SQL, Machine Learning",5,MBA,Google ML,Data Scientist,Hire,69257,0,80
288,Rebecca Lewis,"Python, SQL, Deep Learning",10,B.Tech,None,Data Scientist,Hire,92689,8,100
782,Dennis Hunt,"Python, SQL",0,B.Tech,Google ML,Data Scientist,Hire,76195,10,70
678,Annette Greene,"SQL, Java, React, C++",5,M.Tech,Deep Learning Specialization,Software Engineer,Hire,60720,7,100
1071,Candidate 1071,"Networking, Ethical Hacking",2,B.Sc,Deep Learning Specialization,Software Engineer,Reject,138267,8,35
1730,Candidate 1730,"Python, Deep Learning",7,B.Tech,Deep Learning Specialization,Software Engineer,Hire,34343,8,9
831,Courtney Ware,"Pytorch, NLP, Python, TensorFlow",1,MBA,None,AI Researcher,Hire,84774,9,75
442,Benjamin Ward,"Networking, Cybersecurity",5,MBA,None,Cybersecurity Analyst,Hire,40736,6,90
1604,Candidate 1604,"Machine Learning, SQL, Python",5,M.Tech,Deep Learning Specialization,AI Researcher,Reject,57630,20,76
1715,Candidate 1715,"Ethical Hacking, Networking",1,B.Sc,Google ML,Data Scientist,Hire,130902,15,6
1022,Candidate 1022,"Pytorch, TensorFlow",4,PhD,AWS Certified,Data Scientist,Reject,96541,3,26
197,John Mendoza,"Python, Deep Learning",8,PhD,None,Data Scientist,Hire,69641,10,100
1150,Candidate 1150,"SQL, C++, Java",14,M.Tech,Google ML,Cybersecurity Analyst,Hire,128406,7,57
1087,Candidate 1087,"Ethical Hacking, Linux",6,M.Tech,Deep Learning Specialization,Software Engineer,Hire,101816,9,34
229,Scott Young,"Python, Pytorch",3,PhD,Deep Learning Specialization,AI Researcher,Hire,43097,8,90
964,Mary Vasquez,"TensorFlow, NLP",6,PhD,AWS Certified,AI Researcher,Hire,64951,8,100
610,Briana Burnett,"Linux, Ethical Hacking, Cybersecurity, Networking",8,M.Tech,None,Cybersecurity Analyst,Hire,76830,2,100
1552,Candidate 1552,"Java, C++",20,M.Tech,None,Software Engineer,Reject,50278,13,44
555,Frank Hale,"Machine Learning, Python, Deep Learning, SQL",1,B.Sc,Google ML,Data Scientist,Reject,55166,4,60
1289,Candidate 1289,"Python, TensorFlow, NLP",7,B.Tech,Deep Learning Specialization,Data Scientist,Reject,67974,18,16
1862,Candidate 1862,"TensorFlow, Python, NLP",4,B.Sc,Google ML,Data Scientist,Hire,85900,16,73
808,Nathan Miller,"Python, Machine Learning, Deep Learning",9,M.Tech,AWS Certified,Data Scientist,Hire,64058,1,100
1642,Candidate 1642,"Deep Learning, SQL",19,M.Tech,None,Software Engineer,Hire,100736,19,80
868,Samuel Mckinney,"Pytorch, Python, TensorFlow, NLP",5,MBA,Google ML,AI Researcher,Hire,109244,5,100
927,John Walker,"Machine Learning, SQL",5,B.Sc,Deep Learning Specialization,Data Scientist,Hire,108012,7,100
1211,Candidate 1211,"TensorFlow, NLP, Python",7,MBA,AWS Certified,Software Engineer,Reject,78698,14,60
998,Michelle Molina,"TensorFlow, NLP",0,B.Tech,Google ML,AI Researcher,Hire,113855,9,65
1021,Candidate 1021,"Deep Learning, Machine Learning",14,PhD,None,Cybersecurity Analyst,Reject,68111,18,38
1830,Candidate 1830,"Linux, Networking, Cybersecurity, Ethical Hacking",20,B.Tech,None,Cybersecurity Analyst,Hire,69185,1,23
1133,Candidate 1133,"NLP, Pytorch, TensorFlow",11,B.Tech,None,Data Scientist,Hire,138433,6,2
1341,Candidate 1341,"React, Java",10,M.Tech,None,Cybersecurity Analyst,Hire,109626,13,96
1675,Candidate 1675,"Ethical Hacking, Cybersecurity",20,B.Sc,Deep Learning Specialization,AI Researcher,Hire,104086,3,97
211,Cindy Crosby,"Machine Learning, Python, Deep Learning",3,B.Tech,AWS Certified,Data Scientist,Hire,99842,4,75
1980,Candidate 1980,"Pytorch, TensorFlow",0,B.Sc,Deep Learning Specialization,Data Scientist,Hire,113358,7,38
60,Sarah Kane,"Java, React",6,PhD,Google ML,Software Engineer,Hire,80278,4,100
1671,Candidate 1671,"Python, Machine Learning",20,B.Sc,None,Cybersecurity Analyst,Hire,31148,20,77
620,Mr. Bryan Hernandez,"Deep Learning, SQL, Machine Learning",6,MBA,Deep Learning Specialization,Data Scientist,Hire,79795,8,100
1898,Candidate 1898,"Networking, Cybersecurity",4,PhD,AWS Certified,Data Scientist,Reject,38643,12,9
1947,Candidate 1947,"NLP, Pytorch, TensorFlow",5,B.Tech,Google ML,Data Scientist,Reject,136371,11,49
766,Nicholas Stevens,"Python, TensorFlow, NLP",1,MBA,AWS Certified,AI Researcher,Hire,52956,8,75
103,Jonathan Hernandez,"Ethical Hacking, Networking",2,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,49346,3,55
1230,Candidate 1230,"Linux, Cybersecurity",12,B.Sc,AWS Certified,AI Researcher,Reject,129573,10,27
1079,Candidate 1079,"Linux, Ethical Hacking, Cybersecurity, Networking",17,B.Tech,Deep Learning Specialization,AI Researcher,Reject,56712,19,92
660,Robin Erickson,"Pytorch, NLP, Python",2,B.Tech,None,AI Researcher,Reject,85775,5,60
1743,Candidate 1743,"Ethical Hacking, Linux, Cybersecurity, Networking",5,B.Tech,Google ML,AI Researcher,Hire,120351,0,25
45,Tanya West,"SQL, Python, Machine Learning",4,M.Tech,AWS Certified,Data Scientist,Hire,95486,6,95
67,Brittney Mccormick,"Java, C++, React, SQL",8,B.Sc,None,Software Engineer,Hire,89042,1,100
583,Brian Dean,"C++, Java",5,PhD,Google ML,Software Engineer,Hire,76165,8,100
124,Haley Gonzalez,"SQL, Java",1,PhD,AWS Certified,Software Engineer,Hire,74663,9,75
1529,Candidate 1529,"Pytorch, Python",2,PhD,AWS Certified,Cybersecurity Analyst,Reject,89497,11,80
1617,Candidate 1617,"Python, Machine Learning, Deep Learning, SQL",8,PhD,None,Cybersecurity Analyst,Reject,92461,13,23
941,Donald Cantu,"Linux, Cybersecurity, Networking, Ethical Hacking",6,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,109463,6,100
1081,Candidate 1081,"NLP, Pytorch, TensorFlow",16,MBA,Deep Learning Specialization,Software Engineer,Hire,45873,1,60
188,Mary Wilson,"NLP, TensorFlow, Python",0,MBA,Deep Learning Specialization,AI Researcher,Reject,65417,3,40
1106,Candidate 1106,"TensorFlow, Pytorch",8,PhD,Deep Learning Specialization,AI Researcher,Hire,33818,5,53
311,Richard Kelly,"Cybersecurity, Ethical Hacking, Networking",0,B.Tech,None,Cybersecurity Analyst,Reject,82635,7,50
677,David Bradley,"SQL, Machine Learning, Deep Learning",4,B.Sc,None,Data Scientist,Reject,75186,1,60
1095,Candidate 1095,"Linux, Ethical Hacking, Cybersecurity, Networking",6,M.Tech,None,Software Engineer,Hire,95139,15,53
1820,Candidate 1820,"Java, React, C++, SQL",5,PhD,Deep Learning Specialization,Software Engineer,Hire,65827,5,33
1601,Candidate 1601,"TensorFlow, NLP, Python",7,MBA,Deep Learning Specialization,Software Engineer,Reject,136890,18,11
1857,Candidate 1857,"Ethical Hacking, Networking",6,B.Sc,None,Software Engineer,Reject,119098,19,71
227,Jacob Long,"Python, Deep Learning, Machine Learning",2,B.Tech,Deep Learning Specialization,Data Scientist,Hire,106472,4,65
1613,Candidate 1613,"Java, C++, React",19,MBA,None,Cybersecurity Analyst,Hire,115512,14,7
536,Heather Watson,"React, SQL",4,PhD,None,Software Engineer,Hire,108770,10,100
1849,Candidate 1849,"Python, SQL, Deep Learning, Machine Learning",16,M.Tech,Deep Learning Specialization,Data Scientist,Hire,141088,7,17
1216,Candidate 1216,"Networking, Linux, Ethical Hacking, Cybersecurity",13,PhD,AWS Certified,Cybersecurity Analyst,Hire,96349,4,71
1127,Candidate 1127,"SQL, Deep Learning",6,B.Tech,None,Data Scientist,Hire,103342,12,71
698,Kristy Horton,"Linux, Ethical Hacking",4,B.Tech,None,Cybersecurity Analyst,Hire,110442,7,85
1614,Candidate 1614,"Python, TensorFlow",20,B.Sc,AWS Certified,Software Engineer,Hire,126975,20,58
375,Thomas Lee,"Cybersecurity, Linux, Ethical Hacking",3,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,75300,5,80
1778,Candidate 1778,"TensorFlow, Pytorch, Python, NLP",8,MBA,Google ML,Data Scientist,Hire,93703,3,60
1625,Candidate 1625,"TensorFlow, Python, NLP",18,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,108290,4,50
805,Dylan Bailey,"SQL, C++, Java, React",4,MBA,None,Software Engineer,Hire,119370,3,75
1038,Candidate 1038,"Cybersecurity, Networking, Ethical Hacking, Linux",14,PhD,None,Data Scientist,Reject,52664,10,11
209,Derrick Mendoza,"Cybersecurity, Ethical Hacking, Networking, Linux",1,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,102390,6,70
1847,Candidate 1847,"SQL, Machine Learning, Python",17,B.Tech,None,AI Researcher,Hire,42471,14,11
566,Kaitlin Roman,"SQL, Deep Learning",5,B.Sc,Google ML,Data Scientist,Hire,55964,5,95
314,Ronald Luna,"C++, SQL",5,M.Tech,Google ML,Software Engineer,Hire,106464,5,95
602,John Chaney,"NLP, TensorFlow, Pytorch, Python",0,B.Sc,Google ML,AI Researcher,Reject,107278,1,35
234,Tonya Ellison,"SQL, Java, C++, React",9,M.Tech,None,Software Engineer,Hire,76224,5,100
1261,Candidate 1261,"SQL, Deep Learning",20,B.Tech,Google ML,Software Engineer,Reject,136183,20,76
932,Debbie Wong,"Linux, Cybersecurity",9,B.Sc,None,Cybersecurity Analyst,Hire,62823,7,100
1221,Candidate 1221,"Java, C++",17,PhD,AWS Certified,AI Researcher,Reject,66554,20,45
1724,Candidate 1724,"Ethical Hacking, Linux",5,MBA,AWS Certified,Data Scientist,Hire,65269,12,72
112,Richard Jones MD,"Machine Learning, SQL, Deep Learning",5,B.Tech,Deep Learning Specialization,Data Scientist,Hire,59033,4,95
705,Sylvia Rogers,"Networking, Cybersecurity, Ethical Hacking, Linux",7,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,100153,6,100
1090,Candidate 1090,"SQL, Python, Machine Learning, Deep Learning",5,B.Sc,AWS Certified,Software Engineer,Hire,111234,18,89
743,Suzanne Watson,"React, SQL, C++, Java",0,B.Sc,Google ML,Software Engineer,Reject,118032,2,40
29,Claudia Harris,"NLP, Pytorch, Python",10,B.Tech,Google ML,AI Researcher,Hire,119307,2,100
1945,Candidate 1945,"Python, Deep Learning, Machine Learning, SQL",1,PhD,Google ML,AI Researcher,Hire,95852,3,22
1744,Candidate 1744,"TensorFlow, NLP",12,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,137998,10,2
473,Carolyn Willis,"TensorFlow, NLP, Python",0,MBA,Google ML,AI Researcher,Reject,40720,2,35
97,Dawn Tucker,"TensorFlow, NLP, Pytorch, Python",4,PhD,Deep Learning Specialization,AI Researcher,Hire,89633,2,80
1733,Candidate 1733,"React, C++, Java",9,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,60069,8,55
1787,Candidate 1787,"React, Java, C++",14,B.Tech,AWS Certified,Software Engineer,Reject,58176,1,59
1277,Candidate 1277,"React, Java, SQL",14,MBA,None,Data Scientist,Reject,99182,1,31
1374,Candidate 1374,"Linux, Ethical Hacking, Cybersecurity, Networking",18,M.Tech,None,Data Scientist,Reject,83047,0,64
1704,Candidate 1704,"React, SQL, Java, C++",4,PhD,Google ML,Data Scientist,Hire,126823,15,23
362,April West,"Networking, Linux, Cybersecurity, Ethical Hacking",7,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,103102,2,100
136,Elizabeth Williamson,"Networking, Cybersecurity",7,B.Sc,None,Cybersecurity Analyst,Hire,42894,0,80
1135,Candidate 1135,"C++, React",7,MBA,AWS Certified,Software Engineer,Hire,127002,6,88
1152,Candidate 1152,"Machine Learning, Python, Deep Learning",1,B.Tech,Google ML,Software Engineer,Hire,146075,2,62
469,Renee West,"C++, Java, SQL",2,MBA,Google ML,Software Engineer,Hire,62255,7,80
1054,Candidate 1054,"React, SQL, Java",18,B.Tech,Deep Learning Specialization,Data Scientist,Reject,85574,10,28
1317,Candidate 1317,"Python, Machine Learning",10,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,132233,15,25
